,title,gross_worldwide,movie_id,year,plot,clean_plot,token_plot,lemma_plot,stem_plot,lemma_plot2
254,The Mummy Returns,"$443,280,904",209163,2001,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.::Brian Barjenbruch <brianb1@home.com>",the mummified body of imhotep is shipped to a museum in london  where he once again wakes and begins his campaign of rage and terror   brian barjenbruch  brianb home com,"['the', 'mummified', 'body', 'of', 'imhotep', 'is', 'shipped', 'to', 'a', 'museum', 'in', 'london', 'where', 'he', 'once', 'again', 'wakes', 'and', 'begins', 'his', 'campaign', 'of', 'rage', 'and', 'terror', 'brian', 'barjenbruch', 'brianb', 'home', 'com']","['mummified', 'body', 'imhotep', 'shipped', 'museum', 'london', 'wake', 'begin', 'campaign', 'rage', 'terror', 'brian', 'barjenbruch', 'brianb', 'home', 'com']","['mummifi', 'bodi', 'imhotep', 'ship', 'museum', 'london', 'onc', 'wake', 'begin', 'campaign', 'rage', 'terror', 'brian', 'barjenbruch', 'brianb', 'home', 'com']","['mummify', 'body', 'imhotep', 'ship', 'museum', 'london', 'wake', 'begin', 'campaign', 'rage', 'terror', 'brian', 'barjenbruch', 'brianb', 'home', 'com']"
255,Alvin and the Chipmunks: The Squeakquel,"$443,140,005",1231580,2009,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.::TB4000",the world famous singing preteen chipmunk trio return to contend with the pressures of school  celebrity  and a rival female music group known as the chipettes   tb,"['the', 'world', 'famous', 'singing', 'preteen', 'chipmunk', 'trio', 'return', 'to', 'contend', 'with', 'the', 'pressures', 'of', 'school', 'celebrity', 'and', 'a', 'rival', 'female', 'music', 'group', 'known', 'as', 'the', 'chipettes', 'tb']","['world', 'famous', 'singing', 'preteen', 'chipmunk', 'trio', 'return', 'contend', 'pressure', 'school', 'celebrity', 'rival', 'female', 'music', 'group', 'known', 'chipettes', 'tb']","['world', 'famous', 'sing', 'preteen', 'chipmunk', 'trio', 'return', 'contend', 'pressur', 'school', 'celebr', 'rival', 'femal', 'music', 'group', 'known', 'chipett', 'tb']","['world', 'famous', 'sing', 'preteen', 'chipmunk', 'trio', 'return', 'contend', 'pressure', 'school', 'celebrity', 'rival', 'female', 'music', 'group', 'know', 'chipettes', 'tb']"
256,Les Misérables,"$441,809,770",1707386,2012,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",in th century france  jean valjean  who for decades has been hunted by the ruthless policeman javert after breaking parole  agrees to care for a factory worker s daughter  the decision changes their lives forever,"['in', 'th', 'century', 'france', 'jean', 'valjean', 'who', 'for', 'decades', 'has', 'been', 'hunted', 'by', 'the', 'ruthless', 'policeman', 'javert', 'after', 'breaking', 'parole', 'agrees', 'to', 'care', 'for', 'a', 'factory', 'worker', 's', 'daughter', 'the', 'decision', 'changes', 'their', 'lives', 'forever']","['th', 'century', 'france', 'jean', 'valjean', 'decade', 'ha', 'hunted', 'ruthless', 'policeman', 'javert', 'breaking', 'parole', 'agrees', 'care', 'factory', 'worker', 'daughter', 'decision', 'change', 'life', 'forever']","['th', 'centuri', 'franc', 'jean', 'valjean', 'decad', 'ha', 'hunt', 'ruthless', 'policeman', 'javert', 'break', 'parol', 'agre', 'care', 'factori', 'worker', 'daughter', 'decis', 'chang', 'life', 'forev']","['th', 'century', 'france', 'jean', 'valjean', 'decade', 'ha', 'hunt', 'ruthless', 'policeman', 'javert', 'break', 'parole', 'agrees', 'care', 'factory', 'worker', 'daughter', 'decision', 'change', 'life', 'forever']"
257,The Exorcist,"$441,306,145",70047,1973,"When a 12 year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.::paulrichard",when a  year old girl is possessed by a mysterious entity  her mother seeks the help of two priests to save her   paulrichard,"['when', 'a', 'year', 'old', 'girl', 'is', 'possessed', 'by', 'a', 'mysterious', 'entity', 'her', 'mother', 'seeks', 'the', 'help', 'of', 'two', 'priests', 'to', 'save', 'her', 'paulrichard']","['year', 'old', 'girl', 'possessed', 'mysterious', 'entity', 'mother', 'seek', 'help', 'two', 'priest', 'save', 'paulrichard']","['year', 'old', 'girl', 'possess', 'mysteri', 'entiti', 'mother', 'seek', 'help', 'two', 'priest', 'save', 'paulrichard']","['year', 'old', 'girl', 'possess', 'mysterious', 'entity', 'mother', 'seek', 'help', 'two', 'priest', 'save', 'paulrichard']"
258,Mrs. Doubtfire,"$441,286,195",107614,1993,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.::Kenneth Chisholm",after a bitter divorce  an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife   kenneth chisholm,"['after', 'a', 'bitter', 'divorce', 'an', 'actor', 'disguises', 'himself', 'as', 'a', 'female', 'housekeeper', 'to', 'spend', 'time', 'with', 'his', 'children', 'held', 'in', 'custody', 'by', 'his', 'former', 'wife', 'kenneth', 'chisholm']","['bitter', 'divorce', 'actor', 'disguise', 'female', 'housekeeper', 'spend', 'time', 'child', 'held', 'custody', 'former', 'wife', 'kenneth', 'chisholm']","['bitter', 'divorc', 'actor', 'disguis', 'femal', 'housekeep', 'spend', 'time', 'child', 'held', 'custodi', 'former', 'wife', 'kenneth', 'chisholm']","['bitter', 'divorce', 'actor', 'disguise', 'female', 'housekeeper', 'spend', 'time', 'child', 'held', 'custody', 'former', 'wife', 'kenneth', 'chisholm']"
259,Terminator Genisys,"$440,603,537",1340138,2015,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",when john connor  leader of the human resistance  sends sgt  kyle reese back to  to protect sarah connor and safeguard the future  an unexpected turn of events creates a fractured timeline,"['when', 'john', 'connor', 'leader', 'of', 'the', 'human', 'resistance', 'sends', 'sgt', 'kyle', 'reese', 'back', 'to', 'to', 'protect', 'sarah', 'connor', 'and', 'safeguard', 'the', 'future', 'an', 'unexpected', 'turn', 'of', 'events', 'creates', 'a', 'fractured', 'timeline']","['john', 'connor', 'leader', 'human', 'resistance', 'sends', 'sgt', 'kyle', 'reese', 'back', 'protect', 'sarah', 'connor', 'safeguard', 'future', 'unexpected', 'turn', 'event', 'creates', 'fractured', 'timeline']","['john', 'connor', 'leader', 'human', 'resist', 'send', 'sgt', 'kyle', 'rees', 'back', 'protect', 'sarah', 'connor', 'safeguard', 'futur', 'unexpect', 'turn', 'event', 'creat', 'fractur', 'timelin']","['john', 'connor', 'leader', 'human', 'resistance', 'sends', 'sgt', 'kyle', 'reese', 'back', 'protect', 'sarah', 'connor', 'safeguard', 'future', 'unexpected', 'turn', 'event', 'creates', 'fracture', 'timeline']"
260,Warcraft,"$439,048,914",803096,2016,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.::ahmetkozan",as an orc horde invades the planet azeroth using a magic portal  a few human heroes and dissenting orcs must attempt to stop the true evil behind this war   ahmetkozan,"['as', 'an', 'orc', 'horde', 'invades', 'the', 'planet', 'azeroth', 'using', 'a', 'magic', 'portal', 'a', 'few', 'human', 'heroes', 'and', 'dissenting', 'orcs', 'must', 'attempt', 'to', 'stop', 'the', 'true', 'evil', 'behind', 'this', 'war', 'ahmetkozan']","['orc', 'horde', 'invades', 'planet', 'azeroth', 'using', 'magic', 'portal', 'human', 'hero', 'dissenting', 'orcs', 'must', 'attempt', 'stop', 'true', 'evil', 'behind', 'war', 'ahmetkozan']","['orc', 'hord', 'invad', 'planet', 'azeroth', 'use', 'magic', 'portal', 'human', 'hero', 'dissent', 'orc', 'must', 'attempt', 'stop', 'true', 'evil', 'behind', 'war', 'ahmetkozan']","['orc', 'horde', 'invades', 'planet', 'azeroth', 'use', 'magic', 'portal', 'human', 'hero', 'dissent', 'orcs', 'must', 'attempt', 'stop', 'true', 'evil', 'behind', 'war', 'ahmetkozan']"
261,Mamma Mia! Here We Go Again,"$436,407,847",6911608,2018,"Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.",five years after the events of mamma mia      sophie prepares for the grand reopening of the hotel bella donna as she learns more about her mother s past,"['five', 'years', 'after', 'the', 'events', 'of', 'mamma', 'mia', 'sophie', 'prepares', 'for', 'the', 'grand', 'reopening', 'of', 'the', 'hotel', 'bella', 'donna', 'as', 'she', 'learns', 'more', 'about', 'her', 'mother', 's', 'past']","['five', 'year', 'event', 'mamma', 'mia', 'sophie', 'prepares', 'grand', 'reopening', 'hotel', 'bella', 'donna', 'learns', 'mother', 'past']","['five', 'year', 'event', 'mamma', 'mia', 'sophi', 'prepar', 'grand', 'reopen', 'hotel', 'bella', 'donna', 'learn', 'mother', 'past']","['five', 'year', 'event', 'mamma', 'mia', 'sophie', 'prepares', 'grand', 'reopen', 'hotel', 'bella', 'donna', 'learns', 'mother', 'past']"
262,A Star Is Born,"$436,188,866",1517451,2018,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.::Noah Orent,a musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral   noah orent,"['a', 'musician', 'helps', 'a', 'young', 'singer', 'find', 'fame', 'as', 'age', 'and', 'alcoholism', 'send', 'his', 'own', 'career', 'into', 'a', 'downward', 'spiral', 'noah', 'orent']","['musician', 'help', 'young', 'singer', 'find', 'fame', 'age', 'alcoholism', 'send', 'career', 'downward', 'spiral', 'noah', 'orent']","['musician', 'help', 'young', 'singer', 'find', 'fame', 'age', 'alcohol', 'send', 'career', 'downward', 'spiral', 'noah', 'orent']","['musician', 'help', 'young', 'singer', 'find', 'fame', 'age', 'alcoholism', 'send', 'career', 'downward', 'spiral', 'noah', 'orent']"
263,Terminator 3: Rise of the Machines,"$433,371,112",181852,2003,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.::vsuperkuns,a machine from a post apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack   vsuperkuns,"['a', 'machine', 'from', 'a', 'post', 'apocalyptic', 'future', 'travels', 'back', 'in', 'time', 'to', 'protect', 'a', 'man', 'and', 'a', 'woman', 'from', 'an', 'advanced', 'robotic', 'assassin', 'to', 'ensure', 'they', 'both', 'survive', 'a', 'nuclear', 'attack', 'vsuperkuns']","['machine', 'post', 'apocalyptic', 'future', 'travel', 'back', 'time', 'protect', 'man', 'woman', 'advanced', 'robotic', 'assassin', 'ensure', 'survive', 'nuclear', 'attack', 'vsuperkuns']","['machin', 'post', 'apocalypt', 'futur', 'travel', 'back', 'time', 'protect', 'man', 'woman', 'advanc', 'robot', 'assassin', 'ensur', 'surviv', 'nuclear', 'attack', 'vsuperkun']","['machine', 'post', 'apocalyptic', 'future', 'travel', 'back', 'time', 'protect', 'man', 'woman', 'advanced', 'robotic', 'assassin', 'ensure', 'survive', 'nuclear', 'attack', 'vsuperkuns']"
264,Pokémon Detective Pikachu,"$433,005,346",5884052,2019,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",in a world where people collect pok mon to do battle  a boy comes across an intelligent talking pikachu who seeks to be a detective,"['in', 'a', 'world', 'where', 'people', 'collect', 'pok', 'mon', 'to', 'do', 'battle', 'a', 'boy', 'comes', 'across', 'an', 'intelligent', 'talking', 'pikachu', 'who', 'seeks', 'to', 'be', 'a', 'detective']","['world', 'people', 'collect', 'pok', 'mon', 'battle', 'boy', 'come', 'across', 'intelligent', 'talking', 'pikachu', 'seek', 'detective']","['world', 'peopl', 'collect', 'pok', 'mon', 'battl', 'boy', 'come', 'across', 'intellig', 'talk', 'pikachu', 'seek', 'detect']","['world', 'people', 'collect', 'pok', 'mon', 'battle', 'boy', 'come', 'across', 'intelligent', 'talk', 'pikachu', 'seek', 'detective']"
265,Die Another Day,"$431,971,116",246460,2002,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.::Helltopay27",james bond is sent to investigate the connection between a north korean terrorist and a diamond mogul  who is funding the development of an international space weapon   helltopay,"['james', 'bond', 'is', 'sent', 'to', 'investigate', 'the', 'connection', 'between', 'a', 'north', 'korean', 'terrorist', 'and', 'a', 'diamond', 'mogul', 'who', 'is', 'funding', 'the', 'development', 'of', 'an', 'international', 'space', 'weapon', 'helltopay']","['james', 'bond', 'sent', 'investigate', 'connection', 'north', 'korean', 'terrorist', 'diamond', 'mogul', 'funding', 'development', 'international', 'space', 'weapon', 'helltopay']","['jame', 'bond', 'sent', 'investig', 'connect', 'north', 'korean', 'terrorist', 'diamond', 'mogul', 'fund', 'develop', 'intern', 'space', 'weapon', 'helltopay']","['james', 'bond', 'sent', 'investigate', 'connection', 'north', 'korean', 'terrorist', 'diamond', 'mogul', 'funding', 'development', 'international', 'space', 'weapon', 'helltopay']"
266,The Secret Life of Pets 2,"$430,051,293",5113040,2019,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",continuing the story of max and his pet friends  following their secret lives after their owners leave them for work or school each day,"['continuing', 'the', 'story', 'of', 'max', 'and', 'his', 'pet', 'friends', 'following', 'their', 'secret', 'lives', 'after', 'their', 'owners', 'leave', 'them', 'for', 'work', 'or', 'school', 'each', 'day']","['continuing', 'story', 'max', 'pet', 'friend', 'following', 'secret', 'life', 'owner', 'leave', 'work', 'school', 'day']","['continu', 'stori', 'max', 'pet', 'friend', 'follow', 'secret', 'life', 'owner', 'leav', 'work', 'school', 'day']","['continue', 'story', 'max', 'pet', 'friend', 'follow', 'secret', 'life', 'owner', 'leave', 'work', 'school', 'day']"
267,Cast Away,"$429,632,142",162222,2000,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.::Noah Orent,a fedex executive undergoes a physical and emotional transformation after crash landing on a deserted island   noah orent,"['a', 'fedex', 'executive', 'undergoes', 'a', 'physical', 'and', 'emotional', 'transformation', 'after', 'crash', 'landing', 'on', 'a', 'deserted', 'island', 'noah', 'orent']","['fedex', 'executive', 'undergoes', 'physical', 'emotional', 'transformation', 'crash', 'landing', 'deserted', 'island', 'noah', 'orent']","['fedex', 'execut', 'undergo', 'physic', 'emot', 'transform', 'crash', 'land', 'desert', 'island', 'noah', 'orent']","['fedex', 'executive', 'undergoes', 'physical', 'emotional', 'transformation', 'crash', 'land', 'desert', 'island', 'noah', 'orent']"
268,Rampage,"$428,028,233",2231461,2018,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.::ahmetkozan",when three different animals become infected with a dangerous pathogen  a primatologist and a geneticist team up to stop them from destroying chicago   ahmetkozan,"['when', 'three', 'different', 'animals', 'become', 'infected', 'with', 'a', 'dangerous', 'pathogen', 'a', 'primatologist', 'and', 'a', 'geneticist', 'team', 'up', 'to', 'stop', 'them', 'from', 'destroying', 'chicago', 'ahmetkozan']","['three', 'different', 'animal', 'become', 'infected', 'dangerous', 'pathogen', 'primatologist', 'geneticist', 'team', 'stop', 'destroying', 'chicago', 'ahmetkozan']","['three', 'differ', 'anim', 'becom', 'infect', 'danger', 'pathogen', 'primatologist', 'geneticist', 'team', 'stop', 'destroy', 'chicago', 'ahmetkozan']","['three', 'different', 'animal', 'become', 'infect', 'dangerous', 'pathogen', 'primatologist', 'geneticist', 'team', 'stop', 'destroy', 'chicago', 'ahmetkozan']"
269,The King's Speech,"$427,374,317",1504320,2010,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.::Kenneth Chisholm",the story of king george vi  his impromptu ascension to the throne of the british empire in   and the speech therapist who helped the unsure monarch overcome his stammer   kenneth chisholm,"['the', 'story', 'of', 'king', 'george', 'vi', 'his', 'impromptu', 'ascension', 'to', 'the', 'throne', 'of', 'the', 'british', 'empire', 'in', 'and', 'the', 'speech', 'therapist', 'who', 'helped', 'the', 'unsure', 'monarch', 'overcome', 'his', 'stammer', 'kenneth', 'chisholm']","['story', 'king', 'george', 'vi', 'impromptu', 'ascension', 'throne', 'british', 'empire', 'speech', 'therapist', 'helped', 'unsure', 'monarch', 'overcome', 'stammer', 'kenneth', 'chisholm']","['stori', 'king', 'georg', 'vi', 'impromptu', 'ascens', 'throne', 'british', 'empir', 'speech', 'therapist', 'help', 'unsur', 'monarch', 'overcom', 'stammer', 'kenneth', 'chisholm']","['story', 'king', 'george', 'vi', 'impromptu', 'ascension', 'throne', 'british', 'empire', 'speech', 'therapist', 'help', 'unsure', 'monarch', 'overcome', 'stammer', 'kenneth', 'chisholm']"
270,The Matrix Revolutions,"$427,344,064",242653,2003,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.::vsuperkuns,the human city of zion defends itself against the massive invasion of the machines as neo fights to end the war at another front while also opposing the rogue agent smith   vsuperkuns,"['the', 'human', 'city', 'of', 'zion', 'defends', 'itself', 'against', 'the', 'massive', 'invasion', 'of', 'the', 'machines', 'as', 'neo', 'fights', 'to', 'end', 'the', 'war', 'at', 'another', 'front', 'while', 'also', 'opposing', 'the', 'rogue', 'agent', 'smith', 'vsuperkuns']","['human', 'city', 'zion', 'defends', 'massive', 'invasion', 'machine', 'neo', 'fight', 'end', 'war', 'another', 'front', 'also', 'opposing', 'rogue', 'agent', 'smith', 'vsuperkuns']","['human', 'citi', 'zion', 'defend', 'massiv', 'invas', 'machin', 'neo', 'fight', 'end', 'war', 'anoth', 'front', 'also', 'oppos', 'rogu', 'agent', 'smith', 'vsuperkun']","['human', 'city', 'zion', 'defends', 'massive', 'invasion', 'machine', 'neo', 'fight', 'end', 'war', 'another', 'front', 'also', 'oppose', 'rogue', 'agent', 'smith', 'vsuperkuns']"
271,The Intouchables,"$426,588,510",1675434,2011,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.::IMDb Editors",after he becomes a quadriplegic from a paragliding accident  an aristocrat hires a young man from the projects to be his caregiver   imdb editors,"['after', 'he', 'becomes', 'a', 'quadriplegic', 'from', 'a', 'paragliding', 'accident', 'an', 'aristocrat', 'hires', 'a', 'young', 'man', 'from', 'the', 'projects', 'to', 'be', 'his', 'caregiver', 'imdb', 'editors']","['becomes', 'quadriplegic', 'paragliding', 'accident', 'aristocrat', 'hire', 'young', 'man', 'project', 'caregiver', 'imdb', 'editor']","['becom', 'quadripleg', 'paraglid', 'accid', 'aristocrat', 'hire', 'young', 'man', 'project', 'caregiv', 'imdb', 'editor']","['becomes', 'quadriplegic', 'paragliding', 'accident', 'aristocrat', 'hire', 'young', 'man', 'project', 'caregiver', 'imdb', 'editor']"
272,Django Unchained,"$425,368,238",1853728,2012,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.::Anonymous and Brian McInnis",with the help of a german bounty hunter  a freed slave sets out to rescue his wife from a brutal mississippi plantation owner   anonymous and brian mcinnis,"['with', 'the', 'help', 'of', 'a', 'german', 'bounty', 'hunter', 'a', 'freed', 'slave', 'sets', 'out', 'to', 'rescue', 'his', 'wife', 'from', 'a', 'brutal', 'mississippi', 'plantation', 'owner', 'anonymous', 'and', 'brian', 'mcinnis']","['help', 'german', 'bounty', 'hunter', 'freed', 'slave', 'set', 'rescue', 'wife', 'brutal', 'mississippi', 'plantation', 'owner', 'anonymous', 'brian', 'mcinnis']","['help', 'german', 'bounti', 'hunter', 'freed', 'slave', 'set', 'rescu', 'wife', 'brutal', 'mississippi', 'plantat', 'owner', 'anonym', 'brian', 'mcinni']","['help', 'german', 'bounty', 'hunter', 'freed', 'slave', 'set', 'rescue', 'wife', 'brutal', 'mississippi', 'plantation', 'owner', 'anonymous', 'brian', 'mcinnis']"
273,Dances with Wolves,"$424,208,848",99348,1990,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.::Jon Reeves <jreeves@imdb.com>",lieutenant john dunbar  assigned to a remote western civil war outpost  befriends wolves and indians  making him an intolerable aberration in the military   jon reeves  jreeves imdb com,"['lieutenant', 'john', 'dunbar', 'assigned', 'to', 'a', 'remote', 'western', 'civil', 'war', 'outpost', 'befriends', 'wolves', 'and', 'indians', 'making', 'him', 'an', 'intolerable', 'aberration', 'in', 'the', 'military', 'jon', 'reeves', 'jreeves', 'imdb', 'com']","['lieutenant', 'john', 'dunbar', 'assigned', 'remote', 'western', 'civil', 'war', 'outpost', 'befriends', 'wolf', 'indian', 'making', 'intolerable', 'aberration', 'military', 'jon', 'reef', 'jreeves', 'imdb', 'com']","['lieuten', 'john', 'dunbar', 'assign', 'remot', 'western', 'civil', 'war', 'outpost', 'befriend', 'wolf', 'indian', 'make', 'intoler', 'aberr', 'militari', 'jon', 'reef', 'jreev', 'imdb', 'com']","['lieutenant', 'john', 'dunbar', 'assign', 'remote', 'western', 'civil', 'war', 'outpost', 'befriends', 'wolf', 'indian', 'make', 'intolerable', 'aberration', 'military', 'jon', 'reef', 'jreeves', 'imdb', 'com']"
274,Twilight,"$421,667,219",1099212,2008,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.::Holland",bella swan moves to forks and encounters edward cullen  a gorgeous boy with a secret   holland,"['bella', 'swan', 'moves', 'to', 'forks', 'and', 'encounters', 'edward', 'cullen', 'a', 'gorgeous', 'boy', 'with', 'a', 'secret', 'holland']","['bella', 'swan', 'move', 'fork', 'encounter', 'edward', 'cullen', 'gorgeous', 'boy', 'secret', 'holland']","['bella', 'swan', 'move', 'fork', 'encount', 'edward', 'cullen', 'gorgeous', 'boy', 'secret', 'holland']","['bella', 'swan', 'move', 'fork', 'encounter', 'edward', 'cullen', 'gorgeous', 'boy', 'secret', 'holland']"
275,The Chronicles of Narnia: Prince Caspian,"$419,665,568",499448,2008,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.::Anonymous",the pevensie siblings return to narnia  where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land s throne  prince caspian   anonymous,"['the', 'pevensie', 'siblings', 'return', 'to', 'narnia', 'where', 'they', 'are', 'enlisted', 'to', 'once', 'again', 'help', 'ward', 'off', 'an', 'evil', 'king', 'and', 'restore', 'the', 'rightful', 'heir', 'to', 'the', 'land', 's', 'throne', 'prince', 'caspian', 'anonymous']","['pevensie', 'sibling', 'return', 'narnia', 'enlisted', 'help', 'ward', 'evil', 'king', 'restore', 'rightful', 'heir', 'land', 'throne', 'prince', 'caspian', 'anonymous']","['pevensi', 'sibl', 'return', 'narnia', 'enlist', 'onc', 'help', 'ward', 'evil', 'king', 'restor', 'right', 'heir', 'land', 'throne', 'princ', 'caspian', 'anonym']","['pevensie', 'sibling', 'return', 'narnia', 'enlist', 'help', 'ward', 'evil', 'king', 'restore', 'rightful', 'heir', 'land', 'throne', 'prince', 'caspian', 'anonymous']"
276,Bad Boys for Life,"$419,074,646",1502397,2020,Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.::Sony Pictures,miami detectives mike lowrey and marcus burnett must face off against a mother and son pair of drug lords who wreak vengeful havoc on their city   sony pictures,"['miami', 'detectives', 'mike', 'lowrey', 'and', 'marcus', 'burnett', 'must', 'face', 'off', 'against', 'a', 'mother', 'and', 'son', 'pair', 'of', 'drug', 'lords', 'who', 'wreak', 'vengeful', 'havoc', 'on', 'their', 'city', 'sony', 'pictures']","['miami', 'detective', 'mike', 'lowrey', 'marcus', 'burnett', 'must', 'face', 'mother', 'son', 'pair', 'drug', 'lord', 'wreak', 'vengeful', 'havoc', 'city', 'sony', 'picture']","['miami', 'detect', 'mike', 'lowrey', 'marcus', 'burnett', 'must', 'face', 'mother', 'son', 'pair', 'drug', 'lord', 'wreak', 'veng', 'havoc', 'citi', 'soni', 'pictur']","['miami', 'detective', 'mike', 'lowrey', 'marcus', 'burnett', 'must', 'face', 'mother', 'son', 'pair', 'drug', 'lord', 'wreak', 'vengeful', 'havoc', 'city', 'sony', 'picture']"
277,Sex and the City,"$418,765,321",159206,1998,Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the late 1990s.::ahmetkozan,four female new yorkers gossip about their sex lives  or lack thereof  and find new ways to deal with being a woman in the late s   ahmetkozan,"['four', 'female', 'new', 'yorkers', 'gossip', 'about', 'their', 'sex', 'lives', 'or', 'lack', 'thereof', 'and', 'find', 'new', 'ways', 'to', 'deal', 'with', 'being', 'a', 'woman', 'in', 'the', 'late', 's', 'ahmetkozan']","['four', 'female', 'new', 'yorkers', 'gossip', 'sex', 'life', 'lack', 'thereof', 'find', 'new', 'way', 'deal', 'woman', 'late', 'ahmetkozan']","['four', 'femal', 'new', 'yorker', 'gossip', 'sex', 'life', 'lack', 'thereof', 'find', 'new', 'way', 'deal', 'woman', 'late', 'ahmetkozan']","['four', 'female', 'new', 'yorkers', 'gossip', 'sex', 'life', 'lack', 'thereof', 'find', 'new', 'way', 'deal', 'woman', 'late', 'ahmetkozan']"
278,The Captain,"$416,953,262",6763252,2017,"In the last moments of World War II, a young German soldier fighting for survival finds a Nazi captain's uniform. Impersonating an officer, the man quickly takes on the monstrous identity of the perpetrators he is trying to escape from.::Robert Schwentke",in the last moments of world war ii  a young german soldier fighting for survival finds a nazi captain s uniform  impersonating an officer  the man quickly takes on the monstrous identity of the perpetrators he is trying to escape from   robert schwentke,"['in', 'the', 'last', 'moments', 'of', 'world', 'war', 'ii', 'a', 'young', 'german', 'soldier', 'fighting', 'for', 'survival', 'finds', 'a', 'nazi', 'captain', 's', 'uniform', 'impersonating', 'an', 'officer', 'the', 'man', 'quickly', 'takes', 'on', 'the', 'monstrous', 'identity', 'of', 'the', 'perpetrators', 'he', 'is', 'trying', 'to', 'escape', 'from', 'robert', 'schwentke']","['last', 'moment', 'world', 'war', 'ii', 'young', 'german', 'soldier', 'fighting', 'survival', 'find', 'nazi', 'captain', 'uniform', 'impersonating', 'officer', 'man', 'quickly', 'take', 'monstrous', 'identity', 'perpetrator', 'trying', 'escape', 'robert', 'schwentke']","['last', 'moment', 'world', 'war', 'ii', 'young', 'german', 'soldier', 'fight', 'surviv', 'find', 'nazi', 'captain', 'uniform', 'imperson', 'offic', 'man', 'quick', 'take', 'monstrous', 'ident', 'perpetr', 'tri', 'escap', 'robert', 'schwentk']","['last', 'moment', 'world', 'war', 'ii', 'young', 'german', 'soldier', 'fight', 'survival', 'find', 'nazi', 'captain', 'uniform', 'impersonate', 'officer', 'man', 'quickly', 'take', 'monstrous', 'identity', 'perpetrator', 'try', 'escape', 'robert', 'schwentke']"
